"title_abb","title","id","color","image","2012-07-01","2012-08-01","2012-09-01","2012-10-01","2012-11-01","2012-12-01","2013-01-01","2013-02-01","2013-03-01","2013-04-01","2013-05-01","2013-06-01","2013-07-01","2013-08-01","2013-09-01","2013-10-01","2013-11-01","2013-12-01","2014-01-01","2014-02-01","2014-03-01","2014-04-01","2014-05-01","2014-06-01","2014-07-01","2014-08-01","2014-09-01","2014-10-01","2014-11-01","2014-12-01","2015-01-01","2015-02-01","2015-03-01","2015-04-01","2015-05-01","2015-06-01","2015-07-01","2015-08-01","2015-09-01","2015-10-01","2015-11-01","2015-12-01","2016-01-01","2016-02-01","2016-03-01","2016-04-01","2016-05-01","2016-06-01","2016-07-01","2016-08-01","2016-09-01","2016-10-01","2016-11-01","2016-12-01","2017-01-01","2017-02-01","2017-03-01","2017-04-01","2017-05-01","2017-06-01","2017-07-01","2017-08-01","2017-09-01","2017-10-01","2017-11-01","2017-12-01","2018-01-01","2018-02-01","2018-03-01","2018-04-01","2018-05-01","2018-06-01","2018-07-01","2018-08-01","2018-09-01","2018-10-01","2018-11-01","2018-12-01","2019-01-01","2019-02-01","2019-03-01","2019-04-01","2019-05-01","2019-06-01","2019-07-01","2019-08-01","2019-09-01","2019-10-01","2019-11-01","2019-12-01","2020-01-01","2020-02-01","2020-03-01","2020-04-01","2020-05-01","2020-06-01","2020-07-01","2020-08-01","2020-09-01","2020-10-01","2020-11-01","2020-12-01","2021-01-01","2021-02-01","2021-03-01","2021-04-01","2021-05-01","2021-06-01","2021-07-01","2021-08-01","2021-09-01","2021-10-01","2021-11-01","2021-12-01","2022-01-01","2022-02-01","2022-03-01","2022-04-01","2022-05-01","2022-06-01","2022-07-01","2022-08-01","2022-09-01","2022-10-01","2022-11-01","2022-12-01","2023-01-01","2023-02-01"
"Isaac","The Binding of Isaac: Rebirth","250900","A68302","https://steamcharts.com/assets/steam-images/250900.jpg","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","65836","22392","19888","14707","12872","9538","9105","9711","7729","8727","10247","69673","53281","23397","20743","15221","12070","10487","8242","7623","7432","7921","7930","8266","9348","14985","39579","20039","13053","10848","9649","10755","8628","7369","7931","8245","8431","8707","8407","8115","7504","7795","13151","9603","8192","6956","7778","8602","9315","9089","9052","8384","8332","7395","7905","6433","5612","5803","6720","6751","7814","7576","7816","8126","9192","10321","8308","7976","8437","7761","7987","8405","8413","8805","12679","10422","58791","70483","55851","36597","26686","21264","19815","18974","21453","20949","22615","20399","21965","21105","18577","17628","18085","20465","20119","18301","18913","14064","17835","18242"
"Rust","Rust","252490","AA2A11","https://plotset.com/assets/images/steam-icons/Rust.jpg","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22571","51872","58973","48870","31321","24306","18081","15027","12764","11040","12294","12062","11826","22303","20267","16341","16636","25625","27177","22622","25352","24075","24201","26697","38110","50628","61260","55147","49920","47100","45791","64555","50364","50680","48435","47571","49147","63843","68103","66194","53621","46948","48228","53425","43117","40577","49984","57223","60373","67410","68204","57873","51233","46328","54779","65952","53885","48430","58564","70969","70775","85208","77622","77896","72544","67338","81658","93595","88929","80293","82827","74292","81928","97340","92016","102296","125415","102051","93513","97741","89147","76611","80422","101365","97445","244394","224276","167088","147933","144083","133566","147757","155634","122359","106571","120659","125911","154747","164990","134559","141983","133789","165120","137057","134919","127912","118874","133364","121833","122134","80439"
"Cities:Skylines","Cities: Skylines","255710","003CC1","https://plotset.com/assets/images/steam-icons/Cities%20Skylines%20game.jpg","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","3","0","0","0","0","0","57421","26873","14791","14130","8754","9809","16148","18437","11287","12177","13946","27598","13360","10582","9851","15212","10020","8797","15810","13438","13484","16837","14153","13601","11277","12655","24153","16585","15135","20958","14069","22277","15516","14794","14847","22256","14708","13622","23933","17022","14223","16715","22645","29398","23049","19160","18384","19479","24892","20503","23758","18494","21024","15710","16389","22798","23927","20120","21581","20535","56061","41674","25925","21358","19020","25951","26363","20924","30189","29751","33199","30126","28678","25993","39610","25552","24920","21520","22914","23442","24226","22920","34443","31829","34376","32331","27131","23824","23984","22394","31272","24733","29849","19460","40280","19132"
"Mount & Blade II","Mount & Blade II: Bannerlord","261550","A3A4A6","https://steamcharts.com/assets/steam-images/261550.jpg","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","219514","248034","77878","26040","20337","19173","18990","19883","15870","17782","20790","19507","23902","23396","22579","20797","23145","22141","20493","20154","21420","28061","34616","29839","23207","24123","22530","23939","21735","24974","25684","58611","58248","29540","34955","19343"
"Borderlands:PS","Borderlands: The Pre-Sequel","261640","D2B42C","https://plotset.com/assets/images/steam-icons/Borderlands%20The%20Pre-Sequel.jpg","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","67244","25023","10466","10302","5933","8799","5854","2773","8479","4569","6758","3834","3454","3828","3871","4982","3612","6021","3175","2386","2701","3328","2508","4767","2767","2856","3542","4281","2187","3676","2002","2502","3120","3202","1761","1848","2238","3153","2478","2838","2358","2545","1854","1771","2479","2676","1609","2327","1718","3072","3612","3672","3182","9211","12065","5388","9580","6265","3424","3503","2586","1563","1322","1334","1136","1830","1677","1687","1423","922","840","858","750","853","878","946","1168","907","861","791","810","717","786","790","846","800","743","791","816","728","849","865","888","699","631","683","683","646","432","639","507"
"XCOM 2","XCOM® 2","268500","74D1EA","https://steamcharts.com/assets/steam-images/268500.jpg","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","132677","24055","10256","10358","9866","14289","10216","6383","8006","7085","7971","20240","16872","12075","7095","5502","11806","12370","36630","47875","14500","10625","10550","11610","10323","11597","7546","12576","7745","8106","10028","6271","16077","9797","10056","10244","9841","11047","7010","7404","7181","8178","8120","6145","5911","8387","8616","9456","7790","9819","18457","18792","6603","6524","5387","5593","5841","6040","6037","6656","13491","8304","6746","5084","6153","5815","7175","6276","6212","5647","6907","7743","12635","7614","8354","7560","5503","5831","5548","5813","6367","5887","3961","6268","4292"
"GTA V","Grand Theft Auto V","271590","52831F","https://plotset.com/assets/images/steam-icons/Grand%20Theft%20Auto%20V.jpg","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","360761","215966","85195","60908","50693","46917","73902","77141","84558","93726","72735","64633","65878","48053","78330","71778","63873","61921","86192","86759","126681","116125","104902","98798","96503","83483","131936","112074","121830","101433","84553","85105","170316","167754","94308","94489","89792","82956","118332","162021","123556","97920","81337","81360","120693","118210","119439","126518","91586","108557","109164","197555","176207","135072","117002","138540","204137","214796","267360","209493","243284","260562","180302","134093","154677","126174","128578","157355","258539","184941","146438","183227","178142","146011","155599","218784","214591","151408","136046","136818","173538","158823","155111","147473","153693","138240","133299","197328","195472","175811","168100","164601","133129","170275","100028"
"NMS","No Man's Sky","275850","AA2A11","https://steamcharts.com/assets/steam-images/275850.jpg","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","212321","9254","2172","8090","6498","2220","1097","7023","1869","1052","1781","1694","19017","5733","2277","1915","1874","1938","1406","1047","1203","1942","2047","96954","83156","15099","6291","8569","9118","7621","4573","5892","4971","7478","6055","6914","61535","27831","8568","9918","11029","10613","17980","13493","25414","12089","11736","21844","14929","34739","30502","16326","11954","12707","15126","9928","20871","13361","19792","11719","8310","38538","17754","13102","12716","10741","14304","11008","31870","28487","27054","40753","32413","16623","20349","12319","8470","11366","5598"
"A Story...","A Story About My Uncle","278360","74D1EA","https://plotset.com/assets/images/steam-icons/A%20Story%20About%20My%20Uncle.jpg","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","166","136","25","54","32","73","64","91","65","106","42","153","69","424","40","85","120","58","199","100","93","289","609","119","79","514","286","457","91","174","114","126","104","176","78","154","133","158","151","93","58","90","157","117","93","69","70","42","69","187","74","38","47","51","103","61","189049","6245","1421","1310","1673","1350","942","421","515","753","825","1258","406","348","604","539","557","1367","964","933","539","558","300","433","395","139","102","80","88","719","178","124","469","720","325","550","255","162","167","187","265","224","186","133","470","102","403","23","149","14"
"Braveland","Braveland","285800","AA2A11","https://plotset.com/assets/images/steam-icons/Braveland.jpg","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","17","11","17","14","10","6","125","25","22","18","76","22","14","25","14","22","31","16","76","33","12","14","16","9","21","13","22","11","18","7","16","15","24","27","12","26","13","25","15","13","16","12","15","10","13","24","26","18","17","24","36","19","20","5114","2326","213","149","216331","3275","418","849","1419","1164","564","398","253","677","460","739","389","453","205","237","226","2033","581","326","587","265","199","269","262","152","136","83","165","1687","143","68","55","93","549","517","134","2002","16","101","114","160","64","81","154","90","345","4","17","0"
"MGS V","METAL GEAR SOLID V: THE PHANTOM PAIN","287700","1A2217","https://steamcharts.com/assets/steam-images/287700.jpg","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90952","35068","14141","8629","15691","8430","5738","4676","8513","7069","7109","5242","4750","4165","4787","5426","6279","4572","3934","3070","3283","3816","4383","3526","3189","3206","3292","3436","3554","3694","3687","2879","2508","3799","3966","3347","3320","2897","3004","3197","3159","2602","2489","2019","2233","3332","4048","2808","2493","2242","2972","3134","2607","2082","2035","2150","6504","4774","5404","3536","3814","3351","3324","3183","3461","3040","2583","2668","4070","2900","3198","2597","4191","5135","3077","2990","3272","3066","2505","2421","2521","4362","3868","2941","3352","2798","2530","1864","2908","2011"
"Civ 6","Sid Meier’s Civilization® VI","289070","943A12","https://plotset.com/assets/images/steam-icons/Sid%20Meier’s%20Civilization®%20VI.jpg","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","162314","84765","41959","44417","34856","31826","29569","27893","26115","29988","27107","25116","30229","28877","35057","42773","79739","42674","31934","30006","28232","28117","27635","36267","31109","44167","47729","47654","93889","64714","43605","40585","38968","42115","35714","36440","44349","42632","51209","55195","49558","66455","70298","76439","60936","64392","53037","54546","54203","53338","55126","65951","68161","64220","59532","49509","45842","65677","49218","71565","50982","54447","52505","64436","61321","64639","66605","61740","55679","52787","59662","64605","62217","89986","59341","71916","42637"
"Witcher 3","The Witcher® 3: Wild Hunt","292030","003CC1","https://steamcharts.com/assets/steam-images/292030.jpg","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","92268","55408","22148","13948","13733","20651","15187","18536","23429","14799","11539","10318","49246","53576","31244","18860","18718","17821","21281","24570","31967","25989","19812","22658","17637","34131","29255","18445","23085","33188","28177","24798","29721","31972","24060","26152","19144","29642","28266","19278","25800","19557","27237","23943","25651","33762","23575","33783","21319","33044","35770","25634","30585","20367","26594","94601","103329","62188","49787","61236","41736","35118","34735","36555","38742","27402","37517","41042","42783","38603","37844","43867","41446","34733","38753","44132","44434","32571","31845","62211","78592","46617","40775","31534","31716","23048","24297","26510","28770","27275","34827","25426","77470","27432"
"For Honor","FOR HONOR™","304390","74D1EA","https://steamcharts.com/assets/steam-images/304390.jpg","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45923","20449","6939","7518","3481","1941","11359","3225","2485","4880","3736","3711","8202","7199","4974","18583","9902","8204","216499","37553","19619","14773","10979","15529","12198","8897","8582","12506","6898","5616","9552","6884","5548","7355","5803","5197","6720","7217","5415","5259","9750","10060","13358","6504","4767","4401","5877","5163","5230","6664","5846","4972","5071","7421","5200","6376","5401","6518","5055","8576","7624","5869","5150","4819","5271","10145","9307","5060","4777","4591","3740","5206","4142"
"Unturned","Unturned","304930","DDD3C3","https://steamcharts.com/assets/steam-images/304930.jpg","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","62450","53547","28228","20208","16744","16702","18529","17570","18889","19519","19261","19518","27275","31354","35834","36178","29720","33157","42322","40166","39345","34174","32941","38486","39683","55141","50338","48001","42720","37381","37434","42677","36179","32278","30764","29466","38020","29593","29124","31647","32111","32615","30976","25783","23439","19593","18483","20832","20387","19884","20381","21804","24199","36913","33900","30621","18997","18742","17703","17004","23751","18376","18809","47500","31714","38088","34544","33921","42396","39947","35923","33699","27512","25994","29380","36561","33403","32524","30006","50209","29638","30984","33759","32713","36802","34139","33682","33361","60269","70692","55031","46477","46292","50004","51601","56376","60660","67415","61694","92850","64494","57405","76336","67497"
"Gene Shift Auto","Gene Shift Auto","308600","74D1EA","https://steamcharts.com/assets/steam-images/308600.jpg","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","2","81","15","6","7","5","5","6","3","5","3","6","4","3","3","4","9","13","8","4","213183","114920","7341","973","957","1337","2053","528","2966","109","424","510","586","199","234","408","374","1247","2707","675","400","559","393","255","372","325","165","151","133","139","164","943","78","75","89","403","517","349","1883","218","338","259","255","321","1165","320","94","546","185","86","12"
"Black Ops 3","Call of Duty®: Black Ops III","311210","FD7A01","https://plotset.com/assets/images/steam-icons/Call%20of%20Duty®%20Black%20Ops%20III.jpg","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","63681","37374","30760","36698","29517","21544","22951","13817","13494","14610","14867","19089","8977","7893","8419","7633","7851","7209","11135","13011","9322","6773","6514","6060","4396","5979","4631","3950","4475","3396","5223","3975","3840","3908","4129","3804","3389","2404","2333","2125","2443","3020","3034","3529","3579","3086","2829","3225","3384","3985","3885","3842","4763","5445","8870","6321","5394","4554","5033","6288","6583","3824","3695","4882","3085","3212","6398","3519","3870","7730","6045","4731","5611","12114","12012","8281","4984","14668","9068","11537","12386","11007","12099","6017","8272","6335","10452","7423"
"Kholat","Kholat","343710","DDD3C3","https://steamcharts.com/assets/steam-images/343710.jpg","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","144","36","42","20","66","60","40","58","58","24","18","18","70","25","357","63","56","40","49","49","54","36","91","66","25","22","21","49","23","30","25","25","20","23","16","22","21","16","13","11","16","16","18","23","275043","737","955","1171","1835","605","527","267","657","598","574","252","470","469","409","506","1400","657","417","502","415","234","360","406","133","153","130","133","325","923","80","80","93","519","520","351","1502","280","315","254","265","326","1164","314","92","506","13","252","14"
"ARK","ARK: Survival Evolved","346110","52831F","https://plotset.com/assets/images/steam-icons/ARK%20Survival%20Evolved.jpg","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28","80162","74888","84838","60299","64516","59880","55946","67018","65577","63069","63900","78089","71194","69764","60039","67157","59524","54698","67651","76879","100723","75022","73857","66342","76482","72455","57421","78303","68570","63378","85894","86640","71259","64647","58344","50021","79451","70823","50789","49072","49049","106170","76351","58388","52697","56169","54895","55915","83446","75524","70047","56829","54069","62857","66043","74200","138648","157355","125636","101631","97813","90664","75208","73081","71828","98433","86471","92006","98637","76387","73572","84679","147475","95701","73618","66133","66708","69159","92234","96650","86443","61402","83133","75922","247292","149693","96148","77774","76139","81482","66890","83735","60975"
"Rainbow6","Tom Clancy's Rainbow Six® Siege","359550","1A2217","https://plotset.com/assets/images/steam-icons/Tom%20Clancy's%20Rainbow%20Six®%20Siege.jpg","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18130","20006","16044","11234","29170","14447","15295","39382","32084","18099","19467","42265","30859","34616","65189","47994","47040","43606","43057","47328","73641","69988","59895","99110","100433","109103","125133","176208","124813","142362","141630","116054","134159","143866","123794","115820","129558","137434","136018","134776","124989","115381","140274","128458","138827","148365","125590","123848","138681","157948","178824","198567","194102","146359","126733","122438","127249","163478","114281","94968","123374","123637","113338","199830","142422","108281","100214","89513","93643","111554","79691","71142","83292","74819","78263","108630","93429","72038","69997","64470","60463","66141","54769","45282","36343","59727","44347"
"Clicker Heroes","Clicker Heroes","363970","D2B42C","https://plotset.com/assets/images/steam-icons/Clicker%20Heroes.jpg","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","58173","65560","58967","42975","41779","35671","32588","35716","34433","28811","24643","20124","16964","27153","24911","19498","16691","16189","17263","19200","15878","14635","13499","12969","12454","10991","9833","9026","9237","9411","9188","15109","10170","9193","8210","7556","6770","6307","6710","5855","4968","4282","3890","3865","3600","3470","3746","3697","3516","3185","2853","2801","2854","2748","3463","3535","3354","3377","3690","3818","5012","4887","3762","3651","3940","4302","3725","3548","4766","4808","4215","3897","3907","3786","3422","3692","4306","4032","3691","3540","4581","3960","3403","3449","3487","3335","3083","3172","3357","3365","3069","2833","2567","2729"
"TW:WH","Total War: WARHAMMER","364360","D2B42C","https://steamcharts.com/assets/steam-images/364360.jpg","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","111909","70633","29273","22052","17244","16013","13326","30310","18821","37560","31117","20548","13940","19377","22679","33925","22323","10816","7787","6940","7167","6509","5039","4069","3708","7652","5001","3414","3288","6512","4369","4072","4208","3868","3795","2986","4223","3031","3154","2201","2338","3046","2352","2629","2652","2348","2715","3506","3095","2796","2207","1715","1412","1989","1803","1845","1907","2489","1701","1509","1523","1877","1511","1219","1441","1243","1291","1337","1665","1786","1275","1353","830","1166","1034","1677","1327","1360","1037","717","1130","678"
"Hacknet","Hacknet","365450","D2B42C","https://steamcharts.com/assets/steam-images/365450.jpg","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1417","121","760","264","405","312","105","61","59","79","1668","310","140","118","1318","161","367","190","80","587","618","1925","375","269","209","96","332","721","654","139","234","113","120","7109","4431","127640","1781","1099","789","883","1375","786","747","605","1318","1212","1290","945","596","623","1018","934","914","696","688","814","731","823","1852","884","596","686","788","612","742","564","490","626","505","491","638","494","524","514","512","577","572","1472","635","649","635","656","634","631","681","720","504","498","445","301","672"
"The Division","Tom Clancy’s The Division™","365590","FD7A01","https://plotset.com/assets/images/steam-icons/Tom%20Clancy’s%20The%20Division™.jpg","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","113877","54455","22105","11856","12583","5213","3434","7897","24453","38689","23801","11126","13552","9810","18316","6780","8332","12246","20719","14266","6884","33452","21742","11350","15312","11163","7262","20826","21497","9898","14846","5201","5478","12957","13893","20988","7671","3664","2254","1921","2137","1626","1319","1122","1092","997","1307","1435","3209","2788","1352","1080","1387","1068","3154","1391","1972","1931","2077","1492","1387","1093","958","1032","1380","861","903","1020","1456","1481","1706","1283","2143","1377","1330","881","1038","1014","737","993","1014","858","1310","520"
"Kathy Rain","Kathy Rain","370910","74D1EA","https://steamcharts.com/assets/steam-images/370910.jpg","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","2","1","5","59","26","33","10","9","23","132","38","35","21","16","59","31","59","65","21","36","22","45","35","30","35","53","65","42","36","31","17","19","15","26","107","35","31","33","47","336132","9314","1176","414","149","311","339","935","250","338","347","297","257","1137","487","483","387","267","159","258","90","93","99","83","80","218","900","79","63","188","1721","4151","221","1302","154","148","158","2906","175","136","208","12","356","6","149","2"
"DS3","DARK SOULS™ III","374320","C628B6","https://plotset.com/assets/images/steam-icons/DARK%20SOULS%20III.jpg","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","129831","78374","18641","12211","11349","9644","32421","14769","12057","14531","11060","41728","34974","18489","14443","15962","10918","13577","11464","11223","21255","23569","20810","18911","13018","11945","19583","20843","13409","8855","10144","15459","16580","18626","16565","15080","12366","15455","15226","13564","9935","12530","9830","11549","14680","15257","15517","13507","28185","24748","20761","21513","17321","13775","11512","23374","23091","21667","16560","15689","19856","15766","25058","23540","16708","14879","13804","23564","22553","24209","15240","16976","12842","8124","5306","4504","11468","10247","7597","6492","4701","5970","5080"
"Fallout 4","Fallout 4","377160","1D2C68","https://plotset.com/assets/images/steam-icons/Fallout%204.jpg","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","471955","201635","119272","61739","57102","52480","74283","45855","41541","45998","48954","39948","40096","37794","41471","34587","31843","29010","49675","38111","36800","32696","31836","35886","33736","34512","37190","45111","30503","26203","25653","47573","43476","32239","28436","36389","33389","31485","25206","20610","19879","17822","19712","20831","25568","24918","20097","23275","22661","23706","23023","21988","24354","24455","23912","20948","23204","24206","19804","29702","26621","23305","23877","21274","20908","19732","21237","19487","20199","34180","26916","32662","27235","23085","24939","23963","21708","21733","20626","22069","23753","27516","24300","31142","28190","17755","25619","19412"
"KCD","Kingdom Come: Deliverance","379430","D2B42C","https://steamcharts.com/assets/steam-images/379430.jpg","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","95863","40933","11100","4949","6154","12076","4926","6180","8384","6768","9208","13853","8621","6737","5598","4426","7416","8716","6204","12613","5000","5785","5952","6402","8352","6538","10947","5612","8153","5591","4033","4717","4164","4620","5332","6169","5347","12353","6492","4915","5214","5973","8235","4923","4260","7378","5607","6720","10317","4621","5019","5932","5181","5094","6976","3643","5965","4258","3129","5676","4141"
"Layers of Fear","Layers of Fear (2016)","391720","1D2C68","https://steamcharts.com/assets/steam-images/391720.jpg","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","203","161","273","252","101","76","738","298","116","235","163","167","335","248","279","280","122","124","80","65","299","101","110","118","371","189","336","331","6315","686","262","180","259","139","143872","893","336","595","549","534","405","283","257","328","838","829","652","545","305","188","520","416","450","260","145","186","172","164","1177","502","110","318","520","429","160","167","167","129","99","110","172","164","96","112","366","358","547","140","123","94","101","90","218","208","88","105","148","334","39","57","34"
